taxon_name,taxon_rank,identifications_count,created_at,observed_on,longitude,latitude,positional_accuracy,user_login,user_id,user_name,user_observations_count,license_code,num_identification_agreements,uri
Eriopis connexa,species,2,2022-11-02T14:02:43-03:00,2022-10-29,-54.1809415997,-34.6550204997,NA,ornitoloca,3322591,Agustina Medina,2300,cc-by,2,https://www.inaturalist.org/observations/140892173
Ardea alba,species,1,2022-11-02T14:02:25-03:00,2022-10-31,-56.1666979997,-34.9129943,NA,ornitoloca,3322591,Agustina Medina,2300,cc-by,1,https://www.inaturalist.org/observations/140892158
Stelgidopteryx ruficollis,species,1,2022-11-02T14:00:25-03:00,2022-10-31,-56.1668701997,-34.9125368997,NA,ornitoloca,3322591,Agustina Medina,2300,cc-by,1,https://www.inaturalist.org/observations/140891996
Lygophis anomalus,species,2,2022-11-01T20:07:57-03:00,2022-10-31,-58.0076099932,-32.4114548116,13,cruzravenheart,3438688,Cruz Raven,239,cc-by-nc,2,https://www.inaturalist.org/observations/140825156
Ceroplastes,genus,1,2022-11-01T16:40:32-03:00,2022-10-29,-57.8713889793,-30.4949607569,1869,sgomez-barboza,5284022,Sebastián Gómez Barboza Silveira,1034,cc0,1,https://www.inaturalist.org/observations/140806570
Chydarteres striatus,species,1,2022-11-01T14:19:58-03:00,2022-10-31,-57.2310521,-34.3042878,3990,loremalan84,6290852,NA,1,cc-by-nc,1,https://www.inaturalist.org/observations/140792895
Magnolia grandiflora,species,2,2022-11-01T12:11:33-03:00,2022-10-29,-56.3820333333,-34.4501,5,nicof47,4527901,Nico Fernandez-Sauleda,233,cc-by,2,https://www.inaturalist.org/observations/140781899
Salvator merianae,species,5,2022-11-01T12:06:13-03:00,2022-10-29,-56.2240216667,-34.6611866667,10,nicof47,4527901,Nico Fernandez-Sauleda,233,cc-by,5,https://www.inaturalist.org/observations/140781444
Turdus rufiventris,species,3,2022-11-01T12:05:47-03:00,2022-10-29,-56.383025,-34.4506383333,5,nicof47,4527901,Nico Fernandez-Sauleda,233,cc-by,3,https://www.inaturalist.org/observations/140781420
Euphorbia papillosa,species,2,2022-11-01T10:09:14-03:00,2022-10-30,-54.3240016,-31.9197173,4500,andrs158,2572108,ANDRÉS GONZÁLEZ,48,cc0,2,https://www.inaturalist.org/observations/140770674
Herbertia pulchella,species,1,2022-11-01T10:08:56-03:00,2022-10-30,-54.3045379,-31.9143736,2299,andrs158,2572108,ANDRÉS GONZÁLEZ,48,cc0,1,https://www.inaturalist.org/observations/140770652
Veronica spicata,species,1,2022-11-01T09:26:48-03:00,2022-10-30,-56.2640255,-34.8277971111,NA,leila155,5503949,Leila Ackermann,326,NA,1,https://www.inaturalist.org/observations/140767059
Hogna bivittata,species,2,2022-11-01T08:29:20-03:00,2022-10-31,-55.9319383333,-34.7904466667,23,msilvera,1661153,Mauricio Silvera,2516,cc-by-nc,2,https://www.inaturalist.org/observations/140763074
Coleoxestia,genus,1,2022-10-31T23:44:15-03:00,2022-10-31,-55.4775055916,-31.572876011,33,luciamoreira,5223391,Lucia Moreira Marrero,8,cc-by-nc,1,https://www.inaturalist.org/observations/140731479
Echium plantagineum,species,1,2022-10-31T23:35:03-03:00,2022-10-31,-56.994112,-31.8941,NA,yagodalessandro,776050,Yago D'Alessandro,928,NA,1,https://www.inaturalist.org/observations/140730805
Mythimna,genus,0,2022-10-31T23:33:56-03:00,2022-10-31,-56.0524509475,-34.7147738009,29,frankowietcz,6283162,Franco Agustín Toso,428,cc-by-nc,0,https://www.inaturalist.org/observations/140730754
Eriopis connexa,species,3,2022-10-31T23:31:20-03:00,2022-10-31,-56.994033,-31.8941429722,NA,yagodalessandro,776050,Yago D'Alessandro,928,NA,3,https://www.inaturalist.org/observations/140730558
Eryngium horridum,species,1,2022-10-31T23:18:49-03:00,2022-10-28,-57.5721707111,-31.1705005639,NA,diego_caballero,2513727,Diego Caballero,1613,cc-by-nc,1,https://www.inaturalist.org/observations/140729766
Coptopteryx argentina,species,0,2022-10-31T23:18:28-03:00,2022-10-28,-57.5629351944,-31.1853922306,NA,diego_caballero,2513727,Diego Caballero,1613,cc-by-nc,0,https://www.inaturalist.org/observations/140729696
Nezara viridula,species,1,2022-10-31T21:33:22-03:00,2022-10-31,-58.2177722,-33.5339107,2705,giuliana_castroman,6293511,Giuliana Castromán,1,cc-by-nc,1,https://www.inaturalist.org/observations/140719944
Zonotrichia capensis,species,3,2022-10-31T21:20:28-03:00,2022-10-31,-54.1885828972,-32.3661519544,306,luisvescia,5266364,Luis Vescia da Rosa,3879,cc-by-nc,3,https://www.inaturalist.org/observations/140718790
Spartium junceum,species,2,2022-10-31T21:20:10-03:00,2022-10-28,-56.1645314097,-34.9009511275,25623,tinamagu19,5258801,Agus Peluffo,172,NA,2,https://www.inaturalist.org/observations/140718755
Jacana jacana,species,2,2022-10-31T21:19:55-03:00,2022-10-31,-54.1885828972,-32.3661519544,306,luisvescia,5266364,Luis Vescia da Rosa,3879,cc-by-nc,2,https://www.inaturalist.org/observations/140718735
Dolichandra unguis-cati,species,1,2022-10-31T21:17:56-03:00,2022-10-31,-54.1885828972,-32.3661519544,306,luisvescia,5266364,Luis Vescia da Rosa,3879,cc-by-nc,1,https://www.inaturalist.org/observations/140718553
Camptostoma obsoletum,species,2,2022-10-31T21:16:16-03:00,2022-10-31,-54.1885828972,-32.3661519544,306,luisvescia,5266364,Luis Vescia da Rosa,3879,cc-by-nc,2,https://www.inaturalist.org/observations/140718396
Turdus rufiventris,species,2,2022-10-31T21:15:39-03:00,2022-10-31,-54.1885828972,-32.3661519544,306,luisvescia,5266364,Luis Vescia da Rosa,3879,cc-by-nc,2,https://www.inaturalist.org/observations/140718342
Zenaida auriculata,species,2,2022-10-31T21:15:11-03:00,2022-10-31,-54.1885828972,-32.3661519544,306,luisvescia,5266364,Luis Vescia da Rosa,3879,cc-by-nc,2,https://www.inaturalist.org/observations/140718314
Melia azedarach,species,1,2022-10-31T21:15:03-03:00,2022-10-28,-56.1645314097,-34.9009511275,25492,tinamagu19,5258801,Agus Peluffo,172,NA,1,https://www.inaturalist.org/observations/140718306
Sicalis flaveola,species,2,2022-10-31T21:14:46-03:00,2022-10-31,-54.1885828972,-32.3661519544,306,luisvescia,5266364,Luis Vescia da Rosa,3879,cc-by-nc,2,https://www.inaturalist.org/observations/140718262
Penelope obscura,species,2,2022-10-31T21:14:20-03:00,2022-10-31,-54.1885828972,-32.3661519544,306,luisvescia,5266364,Luis Vescia da Rosa,3879,cc-by-nc,2,https://www.inaturalist.org/observations/140718220
Turdus amaurochalinus,species,2,2022-10-31T21:13:53-03:00,2022-10-31,-54.1885828972,-32.3661519544,306,luisvescia,5266364,Luis Vescia da Rosa,3879,cc-by-nc,2,https://www.inaturalist.org/observations/140718149
Hordeum murinum,species,2,2022-10-31T21:08:08-03:00,2022-10-28,-56.1645314097,-34.9009511275,25633,tinamagu19,5258801,Agus Peluffo,172,NA,2,https://www.inaturalist.org/observations/140717623
Passiflora caerulea,species,3,2022-10-31T21:04:30-03:00,2022-10-28,-56.1645314097,-34.9009511275,25623,tinamagu19,5258801,Agus Peluffo,172,NA,3,https://www.inaturalist.org/observations/140717271
Eryngium pandanifolium,species,1,2022-10-31T20:48:01-03:00,2022-10-31,-56.994033,-31.8941429722,NA,yagodalessandro,776050,Yago D'Alessandro,928,NA,1,https://www.inaturalist.org/observations/140715745
Icterus pyrrhopterus,species,3,2022-10-31T20:38:03-03:00,2022-10-31,-58.0378830852,-32.5234168156,112,santiagomailhos,1467469,Santiago Mailhos,9310,cc-by-nc,3,https://www.inaturalist.org/observations/140714744
Pfaffia gnaphalioides,species,1,2022-10-31T20:29:35-03:00,2022-10-31,-58.0411916667,-32.5134716667,5,santiagomailhos,1467469,Santiago Mailhos,9310,cc-by-nc,1,https://www.inaturalist.org/observations/140713950
Cotinus coggygria,species,0,2022-10-31T20:19:02-03:00,2022-10-29,-58.0375208083,-32.5291427989,22,santiagomailhos,1467469,Santiago Mailhos,9310,cc-by-nc,0,https://www.inaturalist.org/observations/140713204
Tweedia brunonis,species,1,2022-10-31T20:14:23-03:00,2022-10-31,-58.0364833333,-32.5238616667,10,santiagomailhos,1467469,Santiago Mailhos,9310,cc-by-nc,1,https://www.inaturalist.org/observations/140712840
Agalinis communis,species,1,2022-10-31T20:07:49-03:00,2022-10-31,-58.0381611667,-32.5212333333,5,santiagomailhos,1467469,Santiago Mailhos,9310,cc-by-nc,1,https://www.inaturalist.org/observations/140712252
Ischnura fluviatilis,species,1,2022-10-31T20:01:39-03:00,2022-10-31,-58.0366463959,-32.5224966423,39,santiagomailhos,1467469,Santiago Mailhos,9310,cc-by-nc,1,https://www.inaturalist.org/observations/140711839
Didelphis albiventris,species,5,2022-10-31T19:35:10-03:00,2022-10-28,-56.7177495446,-34.3296158537,4,karinaviera,565949,Karina Viera,231,cc-by,5,https://www.inaturalist.org/observations/140709326
Senecio bonariensis,species,1,2022-10-31T19:09:54-03:00,2022-10-31,-54.9419730167,-34.88061555,1,enriquecenoz,5890577,Enrique Cenoz,1942,cc-by-nc,1,https://www.inaturalist.org/observations/140706789
Solanum amygdalifolium,species,1,2022-10-31T19:09:39-03:00,2022-10-31,-54.9418380833,-34.8805388333,1,enriquecenoz,5890577,Enrique Cenoz,1942,cc-by-nc,1,https://www.inaturalist.org/observations/140706775
Bromus catharticus,species,2,2022-10-31T19:01:04-03:00,2022-10-31,-56.2283833333,-34.099675,5,rosina9,6293234,Rosina Montero,5,NA,2,https://www.inaturalist.org/observations/140706055
Hordeum murinum,species,0,2022-10-31T18:47:37-03:00,2022-10-31,-56.228375,-34.0996638333,5,rosina9,6293234,Rosina Montero,5,NA,0,https://www.inaturalist.org/observations/140704784
Baccharis articulata,species,1,2022-10-31T18:45:32-03:00,2022-10-31,-54.9471858667,-34.8873162167,1,enriquecenoz,5890577,Enrique Cenoz,1942,cc-by-nc,1,https://www.inaturalist.org/observations/140704446
Poaceae,family,0,2022-10-31T18:32:10-03:00,2022-10-31,-55.5051842445,-33.0405349984,78,luciabauer,5204946,NA,58,cc-by-nc,0,https://www.inaturalist.org/observations/140703005
Ulex europaeus,species,1,2022-10-31T18:24:30-03:00,2022-10-31,-54.9471684667,-34.8878697667,1,enriquecenoz,5890577,Enrique Cenoz,1942,cc-by-nc,1,https://www.inaturalist.org/observations/140702255
Borago officinalis,species,2,2022-10-31T18:17:46-03:00,2022-10-31,-54.946751033300004,-34.8866909667,1,enriquecenoz,5890577,Enrique Cenoz,1942,cc-by-nc,2,https://www.inaturalist.org/observations/140701410
Clematis,genus,2,2022-10-31T17:36:46-03:00,2022-10-31,-54.7262066476,-34.3111360108,70,gabrielperazza,2455054,Gabriel Perazza,92,cc-by,2,https://www.inaturalist.org/observations/140697140
Baccharis aliena,species,2,2022-10-31T17:35:28-03:00,2022-10-31,-54.7254548209,-34.3110508633,65,gabrielperazza,2455054,Gabriel Perazza,92,cc-by,2,https://www.inaturalist.org/observations/140696885
Tillandsia aeranthos,species,2,2022-10-31T17:33:51-03:00,2022-10-31,-54.7257652668,-34.3113152832,121,gabrielperazza,2455054,Gabriel Perazza,92,cc-by,2,https://www.inaturalist.org/observations/140696729
Ardea alba,species,3,2022-10-31T17:14:53-03:00,2022-10-31,-54.1775156707,-32.377681419300004,61,luisvescia,5266364,Luis Vescia da Rosa,3879,cc-by-nc,3,https://www.inaturalist.org/observations/140694531
Quercus suber,species,2,2022-10-31T17:13:35-03:00,2022-10-31,-56.1210367084,-34.8097276335,348,emilihano,5641999,Emilihano Messa,97,cc-by,2,https://www.inaturalist.org/observations/140694366
Colaptes campestris,species,4,2022-10-31T17:13:28-03:00,2022-10-31,-54.1885828972,-32.3661519544,306,luisvescia,5266364,Luis Vescia da Rosa,3879,cc-by-nc,4,https://www.inaturalist.org/observations/140694335
Machetornis rixosa,species,2,2022-10-31T17:12:58-03:00,2022-10-31,-54.1885828972,-32.3661519544,306,luisvescia,5266364,Luis Vescia da Rosa,3879,cc-by-nc,2,https://www.inaturalist.org/observations/140694250
Salvator merianae,species,3,2022-10-31T17:12:25-03:00,2022-10-31,-54.1885828972,-32.3661519544,306,luisvescia,5266364,Luis Vescia da Rosa,3879,cc-by-nc,3,https://www.inaturalist.org/observations/140694200
Phimosus infuscatus,species,3,2022-10-31T17:11:53-03:00,2022-10-31,-54.1885828972,-32.3661519544,306,luisvescia,5266364,Luis Vescia da Rosa,3879,cc-by-nc,3,https://www.inaturalist.org/observations/140694150
Euptoieta hortensia,species,1,2022-10-31T17:10:55-03:00,2022-10-31,-54.1885828972,-32.3661519544,306,luisvescia,5266364,Luis Vescia da Rosa,3879,cc-by-nc,1,https://www.inaturalist.org/observations/140694064
Turnera sidoides,species,2,2022-10-31T17:10:22-03:00,2022-10-31,-54.1885828972,-32.3661519544,306,luisvescia,5266364,Luis Vescia da Rosa,3879,cc-by-nc,2,https://www.inaturalist.org/observations/140694011
Asplenium,genus,1,2022-10-31T17:09:07-03:00,2022-10-31,-54.1885828972,-32.3661519544,306,luisvescia,5266364,Luis Vescia da Rosa,3879,cc-by-nc,1,https://www.inaturalist.org/observations/140693889
Adiantum raddianum,species,2,2022-10-31T17:08:28-03:00,2022-10-31,-54.1885828972,-32.3661519544,306,luisvescia,5266364,Luis Vescia da Rosa,3879,cc-by-nc,2,https://www.inaturalist.org/observations/140693817
Doryopteris lorentzii,species,2,2022-10-31T17:07:54-03:00,2022-10-31,-54.1885828972,-32.3661519544,306,luisvescia,5266364,Luis Vescia da Rosa,3879,cc-by-nc,2,https://www.inaturalist.org/observations/140693773
Azara uruguayensis,species,2,2022-10-31T17:07:08-03:00,2022-10-31,-54.1885828972,-32.3661519544,306,luisvescia,5266364,Luis Vescia da Rosa,3879,cc-by-nc,2,https://www.inaturalist.org/observations/140693722
Trifolium polymorphum,species,3,2022-10-31T17:06:15-03:00,2022-10-31,-54.1885828972,-32.3661519544,306,luisvescia,5266364,Luis Vescia da Rosa,3879,cc-by-nc,3,https://www.inaturalist.org/observations/140693640
Lupinus bracteolaris,species,2,2022-10-31T17:05:39-03:00,2022-10-31,-54.1885828972,-32.3661519544,306,luisvescia,5266364,Luis Vescia da Rosa,3879,cc-by-nc,2,https://www.inaturalist.org/observations/140693578
Berberis laurina,species,1,2022-10-31T17:04:54-03:00,2022-10-31,-54.1885828972,-32.3661519544,306,luisvescia,5266364,Luis Vescia da Rosa,3879,cc-by-nc,1,https://www.inaturalist.org/observations/140693454
Petunia axillaris,species,1,2022-10-31T17:03:49-03:00,2022-10-31,-54.1885828972,-32.3661519544,306,luisvescia,5266364,Luis Vescia da Rosa,3879,cc-by-nc,1,https://www.inaturalist.org/observations/140693338
Burnsius,genus,1,2022-10-31T17:03:18-03:00,2022-10-31,-54.1885828972,-32.3661519544,306,luisvescia,5266364,Luis Vescia da Rosa,3879,cc-by-nc,1,https://www.inaturalist.org/observations/140693260
Scutellaria racemosa,species,2,2022-10-31T17:01:41-03:00,2022-10-31,-54.1885828972,-32.3661519544,306,luisvescia,5266364,Luis Vescia da Rosa,3879,cc-by-nc,2,https://www.inaturalist.org/observations/140693001
Protandrenini,tribe,1,2022-10-31T17:00:14-03:00,2022-10-31,-54.1885828972,-32.3661519544,306,luisvescia,5266364,Luis Vescia da Rosa,3879,cc-by-nc,1,https://www.inaturalist.org/observations/140692851
Palpada,genus,2,2022-10-31T16:59:12-03:00,2022-10-31,-54.1885828972,-32.3661519544,306,luisvescia,5266364,Luis Vescia da Rosa,3879,cc-by-nc,2,https://www.inaturalist.org/observations/140692770
Solanum commersonii,species,1,2022-10-31T16:57:01-03:00,2022-10-31,-54.1885828972,-32.3661519544,306,luisvescia,5266364,Luis Vescia da Rosa,3879,cc-by-nc,1,https://www.inaturalist.org/observations/140692526
Hylocharis chrysura,species,2,2022-10-31T16:56:07-03:00,2022-10-31,-54.1885828972,-32.3661519544,306,luisvescia,5266364,Luis Vescia da Rosa,3879,cc-by-nc,2,https://www.inaturalist.org/observations/140692430
Aspilia,genus,0,2022-10-31T16:55:32-03:00,2022-10-31,-54.1885828972,-32.3661519544,306,luisvescia,5266364,Luis Vescia da Rosa,3879,cc-by-nc,0,https://www.inaturalist.org/observations/140692270
Halictinae,subfamily,1,2022-10-31T16:54:12-03:00,2022-10-31,-54.1885828972,-32.3661519544,306,luisvescia,5266364,Luis Vescia da Rosa,3879,cc-by-nc,1,https://www.inaturalist.org/observations/140692090
Nymphoides humboldtiana,species,2,2022-10-31T16:53:33-03:00,2022-10-31,-54.1885828972,-32.3661519544,306,luisvescia,5266364,Luis Vescia da Rosa,3879,cc-by-nc,2,https://www.inaturalist.org/observations/140692034
Egretta thula,species,2,2022-10-31T16:52:53-03:00,2022-10-31,-54.1885828972,-32.3661519544,306,luisvescia,5266364,Luis Vescia da Rosa,3879,cc-by-nc,2,https://www.inaturalist.org/observations/140691971
Polypodiidae,subclass,0,2022-10-31T16:52:17-03:00,2022-10-31,-54.1885828972,-32.3661519544,306,luisvescia,5266364,Luis Vescia da Rosa,3879,cc-by-nc,0,https://www.inaturalist.org/observations/140691908
Tradescantia fluminensis,species,1,2022-10-31T16:51:19-03:00,2022-10-31,-54.1885828972,-32.3661519544,306,luisvescia,5266364,Luis Vescia da Rosa,3879,cc-by-nc,1,https://www.inaturalist.org/observations/140691786
Pachyramphus viridis,species,2,2022-10-31T16:50:50-03:00,2022-10-31,-54.1885828972,-32.3661519544,306,luisvescia,5266364,Luis Vescia da Rosa,3879,cc-by-nc,2,https://www.inaturalist.org/observations/140691746
Basileuterus culicivorus,species,2,2022-10-31T16:49:51-03:00,2022-10-31,-54.1885828972,-32.3661519544,306,luisvescia,5266364,Luis Vescia da Rosa,3879,cc-by-nc,2,https://www.inaturalist.org/observations/140691657
Cypella herbertii,species,2,2022-10-31T16:49:08-03:00,2022-10-31,-54.1885828972,-32.3661519544,306,luisvescia,5266364,Luis Vescia da Rosa,3879,cc-by-nc,2,https://www.inaturalist.org/observations/140691585
Cathartes aura,species,2,2022-10-31T16:48:31-03:00,2022-10-31,-54.1885828972,-32.3661519544,306,luisvescia,5266364,Luis Vescia da Rosa,3879,cc-by-nc,2,https://www.inaturalist.org/observations/140691508
Solanum laxum,species,1,2022-10-31T16:47:53-03:00,2022-10-31,-54.1885828972,-32.3661519544,306,luisvescia,5266364,Luis Vescia da Rosa,3879,cc-by-nc,1,https://www.inaturalist.org/observations/140691432
Toxomerus,genus,1,2022-10-31T16:47:15-03:00,2022-10-31,-54.1885828972,-32.3661519544,306,luisvescia,5266364,Luis Vescia da Rosa,3879,cc-by-nc,1,https://www.inaturalist.org/observations/140691373
Anthomyiidae,family,1,2022-10-31T16:46:42-03:00,2022-10-31,-54.1885828972,-32.3661519544,306,luisvescia,5266364,Luis Vescia da Rosa,3879,cc-by-nc,1,https://www.inaturalist.org/observations/140691299
Agalenocosa,genus,1,2022-10-31T16:45:02-03:00,2022-10-31,-58.0381471667,-32.528995,5,santiagomailhos,1467469,Santiago Mailhos,9310,cc-by-nc,1,https://www.inaturalist.org/observations/140691054
Sarcophaginae,subfamily,1,2022-10-31T16:43:24-03:00,2022-10-31,-54.1885828972,-32.3661519544,306,luisvescia,5266364,Luis Vescia da Rosa,3879,cc-by-nc,1,https://www.inaturalist.org/observations/140690847
Harmonia axyridis,species,2,2022-10-31T16:42:26-03:00,2022-10-31,-54.1885828972,-32.3661519544,306,luisvescia,5266364,Luis Vescia da Rosa,3879,cc-by-nc,2,https://www.inaturalist.org/observations/140690752
Rauenia bonariensis,species,2,2022-10-31T16:41:47-03:00,2022-10-30,-54.1678467512,-32.3789419076,5,luisvescia,5266364,Luis Vescia da Rosa,3879,cc-by-nc,2,https://www.inaturalist.org/observations/140690686
Heliconisa pagenstecheri,species,0,2022-10-31T16:30:42-03:00,2022-10-31,-54.3208656111,-34.4899864167,NA,melu13,2772454,Carmela,177,cc-by-nc,0,https://www.inaturalist.org/observations/140689157
Euphorbia milii,species,0,2022-10-31T16:25:18-03:00,2022-10-31,-58.0382611667,-32.529055,5,santiagomailhos,1467469,Santiago Mailhos,9310,cc-by-nc,0,https://www.inaturalist.org/observations/140688560
Tillandsia recurvata,species,2,2022-10-31T16:21:09-03:00,2022-10-31,-56.7071189878,-34.3389244078,NA,karinaviera,565949,Karina Viera,231,cc-by,2,https://www.inaturalist.org/observations/140688199
Eriopis connexa,species,2,2022-10-31T15:47:15-03:00,2022-10-31,-58.0832416667,-32.31733,10,santiagomailhos,1467469,Santiago Mailhos,9310,cc-by-nc,2,https://www.inaturalist.org/observations/140684786
Syagrus romanzoffiana,species,1,2022-10-31T15:47:15-03:00,2022-10-29,-57.8713889793,-30.4949607569,1601005,sgomez-barboza,5284022,Sebastián Gómez Barboza Silveira,1034,cc0,1,https://www.inaturalist.org/observations/140684785
Allophylus edulis,species,0,2022-10-31T15:46:01-03:00,2022-10-29,-57.8713889793,-30.4949607569,1869,sgomez-barboza,5284022,Sebastián Gómez Barboza Silveira,1034,cc0,0,https://www.inaturalist.org/observations/140684647
Peltophorum dubium,species,1,2022-10-31T15:43:59-03:00,2022-10-29,-57.8713889793,-30.4949607569,1869,sgomez-barboza,5284022,Sebastián Gómez Barboza Silveira,1034,cc0,1,https://www.inaturalist.org/observations/140684347
Eugenia myrcianthes,species,1,2022-10-31T15:42:03-03:00,2022-10-29,-57.8713889793,-30.4949607569,1869,sgomez-barboza,5284022,Sebastián Gómez Barboza Silveira,1034,cc0,1,https://www.inaturalist.org/observations/140684116
Danaus erippus,species,1,2022-10-31T15:41:44-03:00,2022-10-31,-55.9261686076,-34.8157370977,103,marimoon,2724463,Mariana Muniz,39,cc-by-nc,1,https://www.inaturalist.org/observations/140684087
Microgramma,genus,1,2022-10-31T15:39:54-03:00,2022-10-29,-57.8713889793,-30.4949607569,1869,sgomez-barboza,5284022,Sebastián Gómez Barboza Silveira,1034,cc0,1,https://www.inaturalist.org/observations/140683920
Camponotus mus,species,1,2022-10-31T15:39:19-03:00,2022-10-31,-56.0522353649,-34.7146789958,194,frankowietcz,6283162,Franco Agustín Toso,428,cc-by-nc,0,https://www.inaturalist.org/observations/140683824
Asclepias mellodora,species,1,2022-10-31T15:32:25-03:00,2022-10-31,-54.9612716333,-34.8986243167,1,enriquecenoz,5890577,Enrique Cenoz,1942,cc-by-nc,1,https://www.inaturalist.org/observations/140682993
Epilampra,genus,1,2022-10-31T15:30:39-03:00,2022-10-31,-56.0522296652,-34.7147379734,194,frankowietcz,6283162,Franco Agustín Toso,428,cc-by-nc,1,https://www.inaturalist.org/observations/140682790
Cycloneda sanguinea,species,1,2022-10-31T15:22:29-03:00,2022-10-31,-56.052201502,-34.7146315932,194,frankowietcz,6283162,Franco Agustín Toso,428,cc-by-nc,1,https://www.inaturalist.org/observations/140681787
Herbertia lahue,species,1,2022-10-31T15:22:26-03:00,2022-10-29,-54.2834283333,-34.6823216667,21,msilvera,1661153,Mauricio Silvera,2516,cc-by-nc,1,https://www.inaturalist.org/observations/140681777
Eryngium horridum,species,1,2022-10-31T15:22:05-03:00,2022-10-29,-54.2886981954,-34.6831999361,135,msilvera,1661153,Mauricio Silvera,2516,cc-by-nc,1,https://www.inaturalist.org/observations/140681757
Sisyrinchium platense,species,0,2022-10-31T15:19:04-03:00,2022-10-31,-54.9605122667,-34.8986091667,1,enriquecenoz,5890577,Enrique Cenoz,1942,cc-by-nc,0,https://www.inaturalist.org/observations/140681468
Cypella unguiculata,species,2,2022-10-31T15:17:02-03:00,2022-10-28,-55.3139792736,-31.7468314124,10395,erika06,2197597,NA,105,cc-by-nc,2,https://www.inaturalist.org/observations/140681221
Cypella herbertii,species,2,2022-10-31T15:15:08-03:00,2022-10-28,-55.2778212187,-31.7162623784,10329,erika06,2197597,NA,105,cc-by-nc,2,https://www.inaturalist.org/observations/140681031
Metaltella,genus,1,2022-10-31T15:13:52-03:00,2022-10-31,-56.0523973033,-34.7147399026,194,frankowietcz,6283162,Franco Agustín Toso,428,cc-by-nc,1,https://www.inaturalist.org/observations/140680931
Centaurea calcitrapa,species,1,2022-10-31T15:09:02-03:00,2022-10-31,-54.9600493333,-34.8994732333,1,enriquecenoz,5890577,Enrique Cenoz,1942,cc-by-nc,1,https://www.inaturalist.org/observations/140680343
Calligrapha polyspila,species,1,2022-10-31T15:08:32-03:00,2022-10-30,-56.0522410646,-34.7146269081,194,frankowietcz,6283162,Franco Agustín Toso,428,cc-by-nc,1,https://www.inaturalist.org/observations/140680282
Eriopis connexa,species,2,2022-10-31T15:04:28-03:00,2022-10-31,-56.05249051,-34.7147680134,194,frankowietcz,6283162,Franco Agustín Toso,428,cc-by-nc,2,https://www.inaturalist.org/observations/140679840
Erigoninae,subfamily,1,2022-10-31T15:00:56-03:00,2022-10-31,-56.0517723486,-34.7140313418,194,frankowietcz,6283162,Franco Agustín Toso,428,cc-by-nc,1,https://www.inaturalist.org/observations/140679538
Lactuca serriola,species,2,2022-10-31T14:46:57-03:00,2022-10-31,-58.0185646,-33.2604441,3640,antoescola,6285656,Antonella Escola,6,cc-by-nc,2,https://www.inaturalist.org/observations/140678223
Lucilia,genus,0,2022-10-31T14:39:15-03:00,2022-10-31,-56.0518635437,-34.7142603639,194,frankowietcz,6283162,Franco Agustín Toso,428,cc-by-nc,0,https://www.inaturalist.org/observations/140677475
Amphisbaena darwinii,species,2,2022-10-31T14:35:53-03:00,2022-10-31,-56.0518085584,-34.7142449304,194,frankowietcz,6283162,Franco Agustín Toso,428,cc-by-nc,2,https://www.inaturalist.org/observations/140677160
Opuntia ficus-indica,species,1,2022-10-31T14:35:47-03:00,2022-10-31,-54.9770477,-34.9148737833,1,enriquecenoz,5890577,Enrique Cenoz,1942,cc-by-nc,1,https://www.inaturalist.org/observations/140677156
Amphisbaena darwinii,species,2,2022-10-31T14:31:21-03:00,2022-10-31,-56.05169,-34.713973,13,frankowietcz,6283162,Franco Agustín Toso,428,cc-by-nc,2,https://www.inaturalist.org/observations/140676767
Amphisbaena darwinii,species,1,2022-10-31T14:27:07-03:00,2022-10-31,-56.0518839955,-34.7142628443,194,frankowietcz,6283162,Franco Agustín Toso,428,cc-by-nc,1,https://www.inaturalist.org/observations/140676336
Amphisbaena darwinii,species,1,2022-10-31T14:23:10-03:00,2022-10-31,-56.0518608615,-34.7142413476,194,frankowietcz,6283162,Franco Agustín Toso,428,cc-by-nc,1,https://www.inaturalist.org/observations/140675992
Amphisbaena darwinii,species,1,2022-10-31T14:21:29-03:00,2022-10-31,-56.0518142581,-34.7141994568,194,frankowietcz,6283162,Franco Agustín Toso,428,cc-by-nc,1,https://www.inaturalist.org/observations/140675838
Amphisbaena darwinii,species,1,2022-10-31T14:17:52-03:00,2022-10-31,-56.0517096519,-34.7141156749,194,frankowietcz,6283162,Franco Agustín Toso,428,cc-by-nc,1,https://www.inaturalist.org/observations/140675532
Ceroplastes,genus,1,2022-10-31T14:14:38-03:00,2022-10-31,-56.0518813133,-34.7143110738,155,frankowietcz,6283162,Franco Agustín Toso,428,cc-by-nc,1,https://www.inaturalist.org/observations/140675208
Aphirape,genus,1,2022-10-31T14:09:39-03:00,2022-10-31,-56.0517019406,-34.7140803983,96,frankowietcz,6283162,Franco Agustín Toso,428,cc-by-nc,1,https://www.inaturalist.org/observations/140674685
Megalopyge urens,species,2,2022-10-31T14:04:53-03:00,2022-10-31,-56.0517518967,-34.7141096118,194,frankowietcz,6283162,Franco Agustín Toso,428,cc-by-nc,2,https://www.inaturalist.org/observations/140674216
Paromoeocerus barbicornis,species,1,2022-10-31T14:00:26-03:00,2022-10-31,-56.0518873483,-34.7141765821,194,frankowietcz,6283162,Franco Agustín Toso,428,cc-by-nc,1,https://www.inaturalist.org/observations/140673757
