taxon_name,taxon_rank,identifications_count,created_at,observed_on,longitude,latitude,positional_accuracy,user_login,user_id,user_name,user_observations_count,license_code,num_identification_agreements,uri
Calvatia,genus,1,2022-10-29T17:38:26-03:00,2022-10-29,-54.599355,-34.8142166667,2,rpereirag,2079928,Ramiro Pereira Garbero,785,cc-by-nc,1,https://www.inaturalist.org/observations/140424577
Eryngium horridum,species,1,2022-10-29T17:34:56-03:00,2022-10-29,-54.599465,-34.81421,5,rpereirag,2079928,Ramiro Pereira Garbero,785,cc-by-nc,1,https://www.inaturalist.org/observations/140424159
Romaleinae,subfamily,1,2022-10-29T17:33:38-03:00,2022-10-29,-56.052481,-34.714698,6,frankowietcz,6283162,Franco Agustín Toso,428,cc-by-nc,1,https://www.inaturalist.org/observations/140424023
Cornu aspersum,species,1,2022-10-29T17:32:04-03:00,2022-10-29,-56.052414,-34.714731,27,frankowietcz,6283162,Franco Agustín Toso,428,cc-by-nc,1,https://www.inaturalist.org/observations/140423864
Harmonia axyridis,species,1,2022-10-29T17:30:09-03:00,2022-10-29,-56.052385,-34.714713,3,frankowietcz,6283162,Franco Agustín Toso,428,cc-by-nc,1,https://www.inaturalist.org/observations/140423575
Paroaria coronata,species,3,2022-10-29T17:24:43-03:00,2022-10-29,-56.0923159495,-34.8791975166,23,pedromaldini,2747771,Pedro Maldini,6,NA,3,https://www.inaturalist.org/observations/140422936
Megafreya sutrix,species,2,2022-10-29T17:24:26-03:00,2022-10-29,-56.052506,-34.714686,3,frankowietcz,6283162,Franco Agustín Toso,428,cc-by-nc,2,https://www.inaturalist.org/observations/140422906
Platalea ajaja,species,4,2022-10-29T17:23:59-03:00,2022-10-29,-56.091777496,-34.8798017926,81,pedromaldini,2747771,Pedro Maldini,6,NA,4,https://www.inaturalist.org/observations/140422871
Cornu aspersum,species,1,2022-10-29T17:19:44-03:00,2022-10-29,-56.0518803075,-34.7143537915,928,frankowietcz,6283162,Franco Agustín Toso,428,cc-by-nc,1,https://www.inaturalist.org/observations/140422471
Gallinula galeata,species,2,2022-10-29T17:18:23-03:00,2022-10-29,-56.0922789722,-34.8808679722,NA,rodrigomontiel,2895714,Rodrigo Montiel,103,cc-by,2,https://www.inaturalist.org/observations/140422364
Anas platyrhynchos domesticus,variety,3,2022-10-29T17:18:03-03:00,2022-10-29,-56.0925788878,-34.8800735472,NA,muricio,6288450,NA,7,cc-by-nc,3,https://www.inaturalist.org/observations/140422322
Araneus lathyrinus,species,1,2022-10-29T17:16:26-03:00,2022-10-29,-56.0522823036,-34.7145020628,1813,frankowietcz,6283162,Franco Agustín Toso,428,cc-by-nc,1,https://www.inaturalist.org/observations/140422163
Anas platyrhynchos domesticus,variety,2,2022-10-29T17:16:14-03:00,2022-10-29,-56.0937120393,-34.8795429749,25,gerardgoden,6288343,Gerardo D. Grassi Gaudin,13,NA,2,https://www.inaturalist.org/observations/140422137
Eustala,genus,1,2022-10-29T17:11:59-03:00,2022-10-29,-56.052448,-34.714738,27,frankowietcz,6283162,Franco Agustín Toso,428,cc-by-nc,1,https://www.inaturalist.org/observations/140421585
Eristalis tenax,species,1,2022-10-29T17:08:55-03:00,2022-10-29,-56.0520714149,-34.7143761149,1462,frankowietcz,6283162,Franco Agustín Toso,428,cc-by-nc,1,https://www.inaturalist.org/observations/140421131
Araucaria,genus,1,2022-10-29T17:07:31-03:00,2022-10-29,-56.0926173627,-34.8801227694,192,juan_jose94,6288736,Juan José Castro,11,NA,1,https://www.inaturalist.org/observations/140420918
Ficus,genus,0,2022-10-29T17:07:13-03:00,2022-10-29,-56.0926173627,-34.8801227694,192,juan_jose94,6288736,Juan José Castro,11,NA,0,https://www.inaturalist.org/observations/140420883
Scytodes globula,species,1,2022-10-29T17:07:03-03:00,2022-10-29,-56.052417,-34.714713,13,frankowietcz,6283162,Franco Agustín Toso,428,cc-by-nc,1,https://www.inaturalist.org/observations/140420871
Celtis tala,species,0,2022-10-29T17:06:58-03:00,2022-10-29,-56.0926173627,-34.8801227694,192,juan_jose94,6288736,Juan José Castro,11,NA,0,https://www.inaturalist.org/observations/140420856
Anas flavirostris,species,5,2022-10-29T17:06:40-03:00,2022-10-29,-56.0926173627,-34.8801227694,192,juan_jose94,6288736,Juan José Castro,11,NA,4,https://www.inaturalist.org/observations/140420826
Plantae,kingdom,4,2022-10-29T17:06:29-03:00,2022-10-29,-56.0926173627,-34.8801227694,192,juan_jose94,6288736,Juan José Castro,11,NA,3,https://www.inaturalist.org/observations/140420811
Sagittaria montevidensis,species,2,2022-10-29T17:06:18-03:00,2022-10-29,-56.0926173627,-34.8801227694,192,juan_jose94,6288736,Juan José Castro,11,NA,2,https://www.inaturalist.org/observations/140420786
Gallinula galeata,species,4,2022-10-29T17:06:05-03:00,2022-10-29,-56.0926173627,-34.8801227694,192,juan_jose94,6288736,Juan José Castro,11,NA,3,https://www.inaturalist.org/observations/140420752
Bryophyta,phylum,0,2022-10-29T17:05:53-03:00,2022-10-29,-56.0926173627,-34.8801227694,192,juan_jose94,6288736,Juan José Castro,11,NA,0,https://www.inaturalist.org/observations/140420721
